khoi	tinh	M1	M2	M3
A	26	8	6.75	8.50
A	26	7.25	8.25	8.50
A	26	9	7.25	8.00
A	26	8.75	8.00	8.75
A	26	9	8.50	9.00
A	26	7	7.00	9.00
A	26	0.25	2.50	2.25
A	26	7.50	2.00	7.75
A	26	7.25	7.50	7.75
A	26	7.50	6.50	7.00
A	26	8.50	7.25	8.00
A	26	8	7.50	8.75
A	26	7.75	7.00	4.50
A	17	6.50	6.50	7.00
A	26	8.25	7.50	7.50
A	26	8.75	7.50	9.25
A	26	8.75	6.50	7.75
A	26	8.75	7.50	9.50
A	26	8	8.25	9.25
A	26	8.50	8.00	9.25
A	26	7.25	5.75	6.50
A	26	8.50	7.00	9.50
A	26	7.50	6.50	8.50
A	26	8.25	9.25	9.75
A	26	8.25	7.75	9.25
A	26	8.75	7.00	8.50
A	26	8	6.75	7.75
A	26	9	7.50	9.25
A	26	9	7.50	9.25
A	26	9	8.50	8.00
A	26	7.50	6.75	8.50
A	26	7.50	5.75	6.75
A	26	7.50	7.25	7.75
A	26	4	3.25	2.25
A	26	5.75	7.25	9.00
A	26	8	6.50	6.50
A	26	7.25	6.50	8.50
A	26	7	5.50	7.25
A	26	6.50	7.00	8.00
A	26	9	7.75	8.25
A	26	6.75	6.75	8.25
A	26	8.25	8.00	8.50
A	26	8	6.50	8.00
A	26	5.50	6.50	5.25
A	26	6.75	7.25	7.50
A	26	8.75	6.50	8.25
A	26	7.25	7.50	9.50
A	26	3.50	5.00	4.25
A	26	7	5.75	4.75
A	26	6.25	6.00	8.75
A	26	6	3.75	3.75
A	26	9	8.50	9.25
A	26	7	7.50	7.50
A	26	9	7.00	6.00
A	26	8	6.00	7.50
A	26	6.75	6.50	7.00
A	26	8	6.75	7.00
A	26	8.25	6.50	7.50
A	26	6	7.50	8.50
A	26	7.25	7.75	8.75
A	26	7.50	6.25	6.75
A	26	9	8.25	9.25
A	26	8	8.00	8.00
A	26	7	8.25	8.75
A	26	9	8.00	9.50
A	26	7.75	6.50	7.50
A	26	6.25	5.75	6.50
A	26	8.50	7.50	8.50
A	26	8.25	8.50	8.50
A	26	8	8.00	9.50
A	26	7.25	8.25	7.25
A	26	8.50	7.25	8.25
A	26	8	6.75	8.50
A	26	6.75	7.75	7.75
A	26	8.25	5.50	7.75
A	26	8.50	7.75	8.50
A	26	6.75	7.25	8.75
A	26	9	7.25	9.50
A	26	7.25	5.50	7.00
A	26	7.75	6.50	9.00
A	26	7.75	7.50	9.00
A	26	4.50	5.50	3.00
A	26	7.75	8.25	9.25
A	26	7.25	6.50	8.50
A	26	6.50	6.50	7.75
A	26	8	6.75	7.50
A	26	6	7.25	7.75
A	26	7.25	6.50	5.75
A	26	7.75	6.25	6.75
A	26	6.50	6.50	7.50
A	26	6	6.50	7.50
A	26	7.75	7.00	9.25
A	26	6.50	6.50	5.50
A	26	6.75	6.75	6.25
A	26	9	7.25	7.75
A	26	6.75	7.00	7.50
A	26	8	6.75	9.00
A	26	6.75	7.25	9.50
A	26	6.75	7.75	9.50
A	26	7	6.00	7.00
A	26	7.50	7.50	8.50
A	26	8.25	6.75	8.50
A	26	7.75	6.75	8.50
A	26	9	8.50	8.75
A	26	7.25	6.50	7.75
A	26	8	6.75	8.50
A	26	7	6.75	9.25
A	26	6.25	7.25	8.50
A	26	7	7.50	7.50
A	26	9	7.25	8.50
A	26	6.50	6.75	7.50
A	26	8.50	7.00	8.75
A	26	7.50	8.00	7.25
A	26	2.25	2.50	2.75
A	26	6	4.75	3.50
A	26	6.50	7.00	7.50
A	26	7	7.50	7.00
A	26	2.50	5.25	4.75
A	26	7.50	6.75	8.50
A	26	6.75	7.50	8.00
A	26	7.50	7.50	8.50
A	26	9	7.50	9.00
A	26	6.25	6.75	8.50
A	26	6.50	6.75	5.75
A	26	7	5.50	8.00
A	26	6.75	6.75	8.75
A	26	7	5.50	9.00
A	26	7.25	7.25	6.75
A	26	9	8.25	7.50
A	26	7.75	6.75	7.75
A	26	8.75	7.50	9.25
A	26	7.50	7.25	6.50
A	26	7.50	6.25	6.75
A	26	7	6.50	7.50
A	26	7.50	6.50	7.50
A	26	7.50	7.75	8.25
A	26	7.50	8.00	9.25
A	26	6	4.50	6.00
A	26	7.25	4.25	5.00
A	26	7.50	7.50	9.25
A	26	7.50	7.50	8.00
A	26	7.50	6.75	8.50
A	26	5.25	4.50	5.50
A	26	8	6.50	8.50
A	26	7.75	7.25	7.00
A	26	7	6.50	7.50
A	26	9	8.25	9.25
A	26	6.75	7.50	8.00
A	26	6.25	6.50	7.00
A	26	6.50	6.00	5.25
A	26	7.50	6.50	7.50
A	26	7.25	6.50	6.50
A	26	8.75	6.75	8.25
A	26	7.75	7.00	9.25
A	26	8	6.50	7.00
A	26	6.50	5.75	8.00
A	26	5.75	6.50	6.50
A	26	7.50	6.50	8.50
A	26	7.75	8.50	8.50
A	26	7	7.00	7.00
A	26	7	7.75	7.50
A	26	8	7.25	9.25
A	26	8.50	7.50	9.50
A	26	5.75	6.50	4.75
A	26	7.75	7.25	7.25
A	26	9	7.75	9.00
A	26	6.75	6.50	7.25
A	26	6.25	6.00	5.00
A	26	6	5.75	4.50
A	26	0	3.50	4.50
A	1A	8.50	7.25	6.50
A	26	9	6.50	8.50
A	26	6.75	7.75	8.75
A	26	7.25	6.75	8.00
A	26	9	5.50	8.50
A	26	7.50	6.50	5.50
A	26	7.50	7.25	9.50
A	26	7.25	5.75	7.50
A	26	7.75	8.50	10.00
A	26	7.50	5.50	7.25
A	26	6.75	5.50	7.00
A	26	8.75	7.50	9.25
A	26	7.75	8.25	9.00
A	26	8.50	8.25	8.50
A	26	7.75	8.50	8.00
A	26	8.75	8.50	8.75
A	26	7.25	6.75	8.75
A	26	7.25	7.75	9.50
A	26	6	7.25	8.25
A	26	7	7.25	8.50
A	26	8.25	8.00	8.50
A	26	7	6.50	7.50
A	26	8.25	6.25	6.75
A	26	8	7.75	8.00
A	26	6.25	7.50	6.75
A	26	7.25	6.50	6.25
A	26	6.75	6.75	8.50
A	26	5.75	5.75	9.25
A	26	8	7.75	7.25
A	26	6.75	7.50	8.75
A	26	6.50	7.00	7.25
A	26	7.75	7.50	9.25
A	26	8.75	7.50	7.50
A	26	6.50	7.00	6.75
A	26	8.25	7.00	6.75
A	26	8.50	7.75	9.25
A	26	7	8.00	9.00
A	26	6.25	7.50	7.75
A	26	7.50	7.25	8.50
A	26	8.75	8.25	8.75
A	26	5.50	7.25	7.75
A	26	7.50	7.00	9.00
A	26	7.75	6.00	8.50
A	26	7.25	6.50	6.50
A	26	8	6.00	7.25
A	26	8.75	7.25	8.50
A	26	7	6.75	6.50
A	26	7.75	7.25	8.50
A	26	6.75	5.50	8.50
A	26	6.75	7.75	9.00
A	26	5.50	7.25	8.50
A	26	6.75	7.00	7.50
A	26	5.75	5.50	4.75
A	26	6.75	6.50	7.50
A	26	6.25	6.50	9.25
A	26	6.75	7.25	8.75
A	26	6.50	5.00	7.25
A	26	8	6.50	8.50
A	26	7.25	7.25	7.75
A	26	7	6.50	9.25
A	26	6.25	6.50	5.25
A	26	6.25	8.25	8.50
A	26	8.25	7.75	9.50
A	26	8	6.00	7.25
A	26	7.25	7.25	8.50
A	26	7.50	7.25	6.75
A	26	7.25	7.00	7.50
A	26	7.75	6.50	7.25
A	26	7.25	6.00	7.75
A	26	6.75	7.25	8.00
A	26	8	7.75	7.50
A	26	7.75	7.50	8.50
A	26	7.25	7.00	8.00
A	26	7	6.50	8.00
A	26	5.75	6.50	7.50
A	26	6.75	7.00	7.50
A	26	6.50	6.00	6.50
A	26	8	8.50	8.50
A	26	6.25	6.50	8.25
A	26	8.25	7.00	9.00
A	26	6	6.50	6.25
A	26	8	7.00	8.50
A	26	7	7.50	8.25
A	27	0.50	4.25	3.25
A	27	6.25	5.50	5.25
A	27	6.25	4.75	6.25
A	27	8	7.50	7.25
A	27	6	5.75	3.50
A	27	2.75	3.75	4.75
A	27	6.25	6.75	5.50
A	27	6	5.00	5.75
A	27	2.25	3.50	3.50
A	27	8	7.25	9.50
A	27	0.75	3.00	5.00
A	27	8.25	5.75	9.25
A	27	6	7.75	8.00
A	27	7.25	7.00	7.50
A	27	8	6.50	8.50
A	27	6.50	7.00	6.50
A	27	8	7.75	8.00
A	27	6.50	7.00	6.50
A	27	7.50	6.50	9.00
A	27	8	8.50	7.75
A	27	6.75	8.00	7.50
A	27	8.75	7.25	7.00
A	27	7	7.50	7.50
A	27	7.25	6.50	7.50
A	27	6	7.50	7.00
A	27	6.75	6.75	6.50
A	27	7	7.50	8.50
A	27	7.50	7.25	6.50
A	27	8	7.75	9.00
A	27	6.75	7.50	8.00
A	27	5.75	6.50	7.00
A	27	8	7.00	7.00
A	27	9	7.50	8.75
A	27	8.50	6.75	7.50
A	27	7.25	6.50	6.50
A	27	8	6.50	7.50
A	27	5.75	6.75	7.00
A	27	7.50	7.00	5.50
A	27	6.50	8.25	9.00
A	27	4.75	5.75	7.25
A	27	5.50	6.00	5.75
A	27	8.25	7.50	9.25
A	27	0.50	2.75	3.25
A	27	7.50	6.75	8.00
A	27	6.25	7.50	7.50
A	27	7.50	7.00	7.25
A	27	8	7.50	6.00
A	27	7.25	6.50	7.50
A	27	7	7.25	7.50
A	27	7.50	8.25	8.50
A	27	6.50	7.25	7.00
A	27	8	7.75	8.75
A	27	8	7.75	8.75
A	27	7	7.75	8.75
A	27	7.25	7.00	9.00
A	27	7.50	7.00	6.50
A	27	8.25	6.00	8.50
A	27	6.75	6.50	8.25
A	27	6.50	7.25	7.50
A	27	7.50	6.75	8.00
A	27	6.25	7.75	8.50
A	27	7.50	7.50	7.75
A	27	7.50	7.00	8.50
A	27	9	7.50	8.25
A	27	6.25	6.25	7.75
A	27	7.75	7.50	7.00
A	27	6.75	7.50	8.25
A	27	7	6.75	7.25
A	27	3.75	3.00	5.25
A	27	7.50	7.25	5.50
A	27	6.50	5.75	4.25
A	27	7	7.50	8.25
A	27	7.25	5.75	7.75
A	27	7.25	8.50	8.75
A	27	6.75	6.25	4.75
A	27	7.50	7.75	7.75
A	27	8.25	7.50	8.25
A	27	7.75	7.50	7.50
A	27	8.50	6.50	9.25
A	27	9	7.00	7.75
A	27	8	6.50	8.00
A	27	8	8.25	7.50
A	27	7.75	6.00	7.25
A	27	7	6.75	5.75
A	27	7.25	5.25	5.25
A	27	7	6.00	6.75
A	27	9	6.25	7.75
A	27	9	6.50	8.50
A	27	7.75	6.50	5.50
A	27	7	7.50	7.50
A	27	6.75	5.25	8.50
A	27	7	5.25	4.75
A	27	7	7.00	6.00
A	27	6	5.50	6.25
A	27	9	7.50	8.00
A	27	7.75	6.25	7.50
A	27	6.75	5.50	7.75
A	27	6.75	7.00	7.75
A	27	9	8.25	9.00
A	27	7.25	7.50	8.25
A	27	5	5.75	5.25
A	27	8.50	6.50	8.75
A	27	8	5.75	7.50
A	27	7	7.25	6.00
A	27	8.50	6.75	7.50
A	27	7	7.00	6.00
A	28	2.50	2.50	2.00
A	28	4.50	3.75	4.50
A	28	7	6.75	7.50
A	28	1.25	2.25	3.00
A	28	6.50	5.00	6.50
A	28	6	5.25	3.50
A	28	6.50	6.50	5.25
A	28	1.50	3.50	3.25
A	28	7.50	6.00	6.50
A	28	5.75	4.75	4.50
A	28	6.25	6.75	7.00
A	28	7.50	6.00	7.50
A	28	6.25	6.75	7.00
A	28	7.75	6.25	6.25
A	28	8.25	6.50	7.50
A	28	7	6.00	7.50
A	28	4	5.25	4.00
A	28	1.25	3.50	3.25
A	28	7	6.75	6.50
A	28	8	7.50	8.50
A	28	7	8.25	6.50
A	28	6.75	4.50	4.50
A	28	1.25	4.25	3.50
A	28	3.50	5.00	5.50
A	28	7.75	7.00	7.75
A	28	6.50	6.50	5.75
A	28	0.75	2.50	2.50
A	28	8	7.25	7.00
A	28	8.75	7.50	7.75
A	28	7	5.75	6.50
A	28	6.75	7.50	8.00
A	28	8.25	6.50	8.50
A	28	2.75	3.25	3.75
A	28	4.75	5.00	2.75
A	28	7	6.50	5.00
A	28	7.75	6.75	7.50
A	28	7	6.50	8.00
A	28	0	0.00	0.00
A	28	7	6.25	4.00
A	28	8.50	7.50	9.25
A	28	1.25	5.75	2.75
A	28	2.50	3.50	3.50
A	28	8.75	6.75	8.25
A	28	6	5.50	6.75
A	28	4.25	7.00	6.75
A	28	5.75	6.00	8.00
A	28	2.50	5.50	5.25
A	28	4.25	5.75	4.50
A	28	0	0.00	0.00
A	28	6.25	6.00	7.75
A	28	4.75	5.50	6.25
A	28	3.25	3.75	2.50
A	28	6.50	5.75	8.75
A	28	7.50	7.50	6.25
A	28	2.75	5.50	4.50
A	28	5.50	6.25	7.75
A	28	5.75	7.25	8.00
A	28	4.75	4.00	3.50
A	28	8	7.00	9.00
A	28	8	7.00	8.50
A	28	1.50	5.00	3.75
A	28	5.25	4.50	7.75
A	28	9	7.50	7.25
A	28	8.25	7.25	9.25
A	28	7.25	5.50	5.75
A	28	5.25	6.50	6.75
A	28	7	8.00	8.25
A	28	6.75	5.50	5.50
A	28	4.75	5.50	6.00
A	28	6.75	7.50	6.50
A	28	3.50	6.00	6.50
A	28	7.25	6.25	6.25
A	28	7.50	6.75	8.50
A	28	6.50	7.00	9.50
A	28	8.50	7.75	6.50
A	28	7.50	7.50	7.75
A	28	9	7.50	9.50
A	28	7.50	7.50	7.75
A	28	9	6.25	9.75
A	28	6.75	6.00	8.00
A	28	7.50	7.50	7.50
A	28	7.50	7.25	7.50
A	28	9	6.50	7.75
A	28	9	7.25	10.00
A	28	8.25	7.50	9.50
A	28	9	8.50	8.50
A	28	7.25	5.50	6.50
A	28	8.75	7.75	8.50
A	28	8.25	6.75	8.75
A	28	6.25	5.25	5.75
A	28	7.50	6.50	6.25
A	28	9	7.50	8.00
A	28	8	6.50	8.00
A	28	9.25	8.50	9.50
A	28	8.75	7.75	9.25
A	28	8.75	8.00	9.25
A	28	8.50	7.00	9.50
A	28	7.25	7.50	8.50
A	28	6.75	5.00	4.75
A	28	8.50	6.50	9.00
A	28	7	6.75	8.25
A	28	8	6.75	7.00
A	28	7	6.50	6.75
A	28	8.75	8.25	9.25
A	28	7.50	6.50	7.50
A	28	6	7.00	7.50
A	28	7.25	6.75	8.00
A	28	5.50	4.75	7.25
A	28	5.25	6.50	7.25
A	28	8.75	7.50	7.00
A	28	8.25	7.00	8.25
A	28	7.50	7.00	7.50
A	28	7	6.50	8.00
A	28	7.50	6.75	6.50
A	28	8.25	8.50	9.50
A	28	7	5.75	6.50
A	28	8.50	8.25	9.50
A	28	6	6.75	8.00
A	28	7.50	6.50	8.00
A	28	7.75	7.00	8.25
A	28	8	8.25	8.75
A	28	7.75	7.50	7.50
A	28	6	5.75	6.50
A	28	6.25	7.00	8.25
A	28	6.50	7.50	8.75
A	28	6.75	8.50	7.75
A	28	7.25	7.50	7.75
A	28	5.25	5.75	5.50
A	28	8.25	8.00	7.50
A	28	7.25	6.50	7.25
A	28	8.50	6.25	9.00
A	28	8.50	8.50	8.25
A	28	7.50	6.25	4.00
A	28	2.50	5.25	4.75
A	28	7.25	5.75	7.75
A	28	7.75	8.50	8.50
A	28	6.50	6.75	6.50
A	28	2.50	3.75	4.25
A	28	8	6.50	8.50
A	28	8	7.50	8.50
A	28	7.25	7.00	8.25
A	28	6	6.75	9.25
A	28	8.75	8.50	8.75
A	28	7.75	7.50	8.50
A	28	8.75	7.75	7.50
A	28	8	8.50	8.00
A	28	8	7.00	9.00
A	28	1.25	2.25	1.75
A	28	8	8.25	8.50
A	28	6.50	7.25	7.75
A	28	5.75	4.75	4.75
A	28	7.50	7.75	8.25
A	28	7.75	7.75	9.00
A	28	6.25	6.50	6.75
A	28	6	6.50	7.00
A	28	8.75	7.25	9.25
A	28	7.50	7.00	8.25
A	28	6.50	9.00	9.00
A	28	6.50	6.50	6.75
A	28	8	7.50	8.25
A	28	6.50	6.75	6.50
A	28	0	3.00	2.00
A	28	2	4.00	4.25
A	28	9	8.00	8.75
A	28	7.75	8.00	8.00
A	28	6	7.00	5.50
A	28	6.50	6.50	6.25
A	28	7.75	7.00	8.00
A	28	8	7.50	7.50
A	28	4.75	6.50	5.50
A	28	7.75	7.25	7.75
A	28	7	7.75	8.50
A	28	8.50	6.75	7.50
A	28	6.25	6.75	7.00
A	28	6	6.50	6.50
A	28	7.25	6.75	5.00
A	28	6.50	5.50	6.00
A	28	0	2.50	2.25
A	28	0	2.50	2.50
A	28	6.25	6.50	7.25
A	28	7	7.50	8.25
A	28	5.25	4.00	3.50
A	28	10	6.50	8.75
A	28	8	7.00	8.25
A	28	7.50	7.75	8.25
A	28	8.25	6.50	8.75
A	28	7.50	6.75	8.75
A	28	6.75	7.25	7.00
A	28	7.25	5.25	8.75
A	28	7.50	5.75	7.50
A	28	7.25	6.50	7.00
A	28	7.50	7.50	9.00
A	28	4.25	5.75	3.50
A	28	6.75	6.00	7.25
A	28	6.25	7.75	7.50
A	28	0	4.00	3.75
A	28	5.25	5.25	7.00
A	28	6.75	5.75	6.50
A	28	3.50	6.75	8.00
A	28	8.25	7.50	7.00
A	28	6.50	6.50	8.25
A	28	6.50	7.00	7.25
A	28	8	7.75	8.75
A	28	6.50	6.50	7.25
A	28	1	2.50	3.75
A	28	6.50	7.50	9.25
A	28	5.75	6.50	8.00
A	28	6.25	7.25	8.25
A	28	7.25	5.50	9.25
A	28	6.75	6.25	6.00
A	28	7.25	6.75	8.75
A	28	7.50	5.75	8.25
A	28	7.75	6.50	8.00
A	28	8.25	7.00	8.50
A	28	7	7.75	8.50
A	28	8.75	7.25	8.75
A	28	5.50	7.00	8.00
A	28	7.25	8.50	9.00
A	28	8	6.00	9.00
A	28	8.75	5.75	8.25
A	28	7.25	8.50	9.50
A	28	7.75	7.50	8.50
A	28	7.50	8.50	9.00
A	28	9	7.25	8.50
A	28	8	6.75	7.00
A	28	7.75	6.50	8.50
A	28	7.75	5.50	7.00
A	28	7	6.25	8.50
A	28	9	7.00	8.25
A	28	7.25	6.75	7.75
A	28	2	3.50	3.50
A	28	8.25	7.50	8.50
A	28	8	7.25	8.00
A	28	8	6.25	6.75
A	28	7.50	5.50	7.75
A	28	7	7.50	8.25
A	28	8.50	7.75	8.75
A	28	8	7.25	8.25
A	28	6.50	7.00	4.50
A	28	5.75	5.75	4.00
A	28	7.50	6.75	7.50
A	28	7	7.50	5.50
A	28	7	6.50	7.00
A	28	6	6.00	6.25
A	28	6.75	6.75	6.50
A	28	6.25	7.00	7.25
A	28	8.25	7.50	8.00
A	28	7	6.75	7.75
A	28	7.25	6.50	7.00
A	28	6.25	5.00	7.25
A	28	8.25	7.50	9.00
A	28	8.25	7.00	7.75
A	28	9	6.25	6.75
A	28	7.50	7.25	9.00
A	28	1.50	3.00	2.50
A	28	9	6.50	8.75
A	28	7.25	7.25	8.00
A	28	8	6.25	8.50
A	28	7.50	7.75	8.25
A	28	8.75	6.50	7.75
A	28	7	5.50	7.50
A	28	7.25	5.50	8.00
A	28	7.75	7.50	6.75
A	28	8.75	7.75	7.50
A	28	7.25	6.50	6.50
A	28	6.75	7.00	6.50
A	28	5.25	5.75	9.00
A	28	7	7.50	9.50
A	28	6.50	6.50	7.25
A	28	9	4.50	7.75
A	28	8.25	6.50	7.50
A	28	6	6.75	7.50
A	28	8	6.50	6.25
A	28	7	6.50	6.25
A	28	8.25	7.00	9.50
A	28	7.50	7.50	8.50
A	28	7.50	7.00	6.75
A	28	6.75	7.50	7.50
A	28	6.25	6.50	7.50
A	28	7.50	6.00	8.50
A	28	5.75	5.75	7.50
A	28	6.25	6.25	6.00
A	28	7.50	6.50	8.50
A	28	6.25	5.75	5.00
A	28	8.25	5.50	8.50
A	28	6.75	7.00	8.50
A	28	7.25	6.50	7.50
A	28	6.75	6.50	9.00
A	28	8.75	6.75	8.25
A	28	8.50	7.50	8.50
A	28	9	9.00	8.00
A	28	8	7.25	8.50
A	28	6.75	5.75	6.50
A	28	8.75	6.50	7.50
A	28	6.25	6.25	7.00
A	28	7.75	7.50	6.50
A	28	8	7.25	7.50
A	28	5	6.50	5.75
A	28	9	6.50	7.00
A	28	8.50	7.00	6.50
A	28	7.50	7.50	9.50
A	28	7.25	6.50	8.00
A	28	9	6.50	9.50
A	28	7.50	6.00	8.50
A	28	7.75	6.50	7.75
A	28	8.50	6.50	9.00
A	28	7.75	8.50	9.75
A	28	7.25	6.50	7.00
A	28	8	7.75	8.50
A	28	6.25	5.25	4.00
A	28	6.50	6.75	8.00
A	28	7.25	5.00	7.50
A	28	9	6.00	7.75
A	28	6.50	7.50	8.50
A	28	5.75	6.50	7.75
A	28	9	7.50	9.50
A	28	8	6.50	8.50
A	28	7.75	7.25	8.75
A	28	6.75	7.00	7.00
A	28	8.50	7.25	9.00
A	28	8.75	6.50	8.75
A	28	7.25	7.50	7.75
A	28	7.50	7.00	7.75
A	28	8.50	6.25	7.50
A	28	5.75	5.00	6.25
A	28	7.50	6.25	7.75
A	28	6.75	7.50	8.00
A	28	2.75	7.25	4.25
A	28	2	3.75	2.50
A	28	7	5.75	7.00
A	28	7.75	7.00	8.25
A	28	8.25	8.00	9.00
A	28	8	6.50	8.25
A	28	7.50	7.75	8.50
A	28	0	2.25	3.25
A	28	9	7.25	7.50
A	28	8	7.50	6.25
A	28	7	6.25	7.00
A	28	7.50	7.00	7.75
A	28	7.50	7.50	8.75
A	28	7.50	7.25	6.50
A	28	7	6.75	6.50
A	28	8	7.25	8.00
A	28	8.50	6.50	7.50
A	28	7.50	7.00	7.75
A	28	6.50	6.50	8.00
A	28	7	5.50	6.50
A	28	5.75	6.25	6.75
A	28	8	6.75	8.50
A	28	9	7.00	7.00
A	28	3.75	4.75	3.25
A	28	7	5.50	7.50
A	28	7.25	8.00	7.50
A	28	5.75	5.75	6.50
A	28	7.50	6.25	8.75
A	28	6.50	4.75	6.00
A	28	8.25	6.25	8.75
A	28	7.25	6.25	7.75
A	28	7.50	7.25	9.00
A	28	5.75	5.25	5.50
A	28	7.25	7.00	6.50
A	28	7	6.75	7.75
A	28	6.75	6.75	7.75
A	28	7.50	7.00	7.50
A	28	8	5.50	8.25
A	28	6.50	6.50	6.75
A	28	7	7.75	8.25
A	28	4.25	5.50	5.25
A	25	7.25	7.00	9.00
A	29	0.75	3.00	3.75
A	29	1.50	3.50	3.25
A	29	5.25	4.50	3.75
A	29	8	6.75	7.75
A	29	6.75	5.25	5.50
A	29	6.25	5.50	5.25
A	29	7	7.75	7.00
A	31	8	5.75	8.75
A	31	6.25	6.75	8.50
A	31	7	7.75	6.50
A	32	3.25	3.75	3.50
A	31	7.50	7.50	9.75
A	38	5.75	4.75	5.50
A	40	6.75	5.00	6.00
A	40	6.25	6.25	5.25
A	40	7	7.50	8.50
A	62	4.50	5.50	6.00
A	62	2.25	4.00	2.25
A	62	5	3.50	7.00
A	62	3	4.00	2.75
A	62	2.50	3.25	2.50
A	62	8	5.75	7.00
A	62	2.75	2.50	3.25
A	62	6	6.50	5.50
A	62	7.50	6.75	8.25
A	62	7.50	6.75	8.50
A	62	8	7.00	7.50
A	62	6.25	7.00	8.50
A	62	9	6.50	9.25
A	62	7.50	7.75	9.50
A	62	8	6.25	9.50
A	62	7.75	8.50	9.50
A	62	7.75	6.25	8.00
A	62	8	7.00	8.50
A	62	6.50	5.25	6.75
A	62	7	6.00	8.00
A	62	2.25	4.50	2.75
A	62	1	3.50	2.50
A	62	1.25	1.50	1.75
A	63	6.50	5.50	8.00
A	1A	7.25	7.00	8.00
A	1A	5.25	5.75	6.75
A	1A	3.50	5.50	6.00
A	24	6.75	7.25	5.00
A	16	7.50	6.25	7.00
A	1A	7.50	8.25	6.50
A	1A	7	6.00	8.50
A	1A	6.25	6.50	5.50
A	1A	6.75	4.75	6.25
A	1A	7.75	7.50	8.50
A	1A	8.75	8.25	8.25
A	1A	7.50	7.00	7.00
A	1A	6	6.25	6.50
A	1A	6.75	7.00	8.00
A	1A	7	7.00	6.00
A	1A	5.75	4.25	6.50
A	1A	6.50	7.50	7.25
A	1A	5.75	5.75	6.00
A	1A	7	5.25	8.75
A	1A	8	7.50	8.50
A	1A	4.75	5.50	3.75
A	1A	4.25	5.50	4.00
A	1A	6.50	6.75	6.50
A	1A	4.50	3.00	5.00
A	1A	4.75	6.75	4.25
A	1A	5.25	3.25	6.75
A	1A	7	7.25	6.00
A	1A	7.50	6.75	6.75
A	1A	8	7.00	7.75
A	1A	7.75	7.25	8.50
A	1A	4.25	3.75	2.50
A	1A	8.25	6.50	9.50
A	1A	6.50	7.25	6.00
A	1A	6.75	4.75	5.75
A	1A	7	6.50	7.50
A	1A	7.50	6.50	6.25
A	1A	7	6.00	5.75
A	1A	6.25	8.50	9.00
A	1A	5.75	5.25	5.75
A	1A	1.25	5.25	4.75
A	1A	6	6.25	8.00
A	1A	7.25	5.50	7.50
A	1A	6.50	6.75	7.75
A	1A	6.50	6.25	5.25
A	1A	6	2.50	3.50
A	1A	7.50	6.50	6.75
A	1A	8.50	7.50	8.50
A	1A	6.50	6.50	4.75
A	1A	6.25	5.75	6.50
A	1A	5.25	5.50	4.25
A	1A	6	6.50	6.75
A	1A	7	5.50	6.75
A	1A	8	6.50	7.75
A	1A	2.75	2.50	2.75
A	1A	7	7.50	8.75
A	1A	7	7.50	7.75
A	1A	8.75	6.50	8.00
A	1A	6.50	6.50	7.50
A	1A	7	5.00	5.50
A	1A	6	7.25	8.00
A	1A	9	9.25	8.00
A	1A	7	7.00	8.75
A	1A	4.75	7.50	7.75
A	1A	7	6.50	7.25
A	1A	7.25	6.75	8.00
A	1A	7.25	6.50	8.25
A	1A	6.25	7.00	7.50
A	1A	6.75	5.75	6.25
A	1A	4	3.75	3.50
A	1A	7.50	6.50	6.50
A	26	3.50	5.00	4.50
A	1A	8.75	2.75	8.50
A	1A	6.25	7.50	6.75
A	1A	7	7.25	5.25
A	1A	6.75	6.00	5.75
A	1A	7	7.00	5.50
A	1A	6.50	6.50	6.50
A	1A	5.25	5.50	3.50
A	1A	7.25	7.25	6.50
A	1A	6.50	7.50	7.50
A	1A	6.75	6.50	6.75
A	1A	7.25	6.75	6.00
A	1A	3.50	1.50	3.50
A	1A	6	5.50	4.25
A	1A	7	7.00	7.25
A	1A	7	6.75	8.50
A	1A	7	7.25	7.50
A	1A	8	5.75	5.25
A	1A	7.75	6.25	6.50
A	1A	7.50	7.00	7.50
A	1A	7.25	7.50	6.75
A	1A	6.50	7.25	7.00
A	1A	5.50	7.00	5.50
A	1A	4.75	5.50	5.00
A	1A	7	7.50	7.25
A	1A	6.50	7.25	8.50
A	1A	7.75	7.50	8.50
A	1A	4	2.25	5.50
A	1A	7.75	6.75	9.00
A	1A	7.25	5.50	7.25
A	1A	6.75	3.00	5.50
A	1A	6.75	6.50	6.50
A	1A	6.50	5.50	6.25
A	1A	7.50	6.25	7.75
A	1A	7	7.50	8.50
A	1A	6	7.25	7.75
A	1A	8	7.50	6.25
A	1A	7.50	5.75	8.25
A	1A	5.50	5.00	4.25
A	1A	6	6.00	6.75
A	1A	6	5.75	5.25
A	1A	7	6.25	8.25
A	1A	6.75	6.25	7.00
A	1A	8.75	7.00	9.25
A	1A	8.50	6.00	8.00
A	1A	6.50	7.50	6.25
A	1A	7.50	6.50	8.00
A	1A	7.25	6.75	7.25
A	1A	7.25	6.50	7.25
A	1A	5.75	5.75	5.75
A	1A	7.75	7.50	7.25
A	1A	7	7.50	8.00
A	1A	6.25	7.00	6.50
A	1A	6.50	6.00	6.50
A	1A	6.25	8.00	8.50
A	1A	6.75	6.50	8.50
A	1A	7.50	7.25	6.25
A	1A	7.50	6.75	8.25
A	1A	8.75	7.25	7.75
A	1A	5	5.50	6.50
A	1A	8.50	5.50	6.50
A	1A	7	6.50	6.50
